"Work PID","nl","en"
"http://mskgent.be/collection/work/data/2008-D-4","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-5","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-6","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-7","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-8","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-9","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-10","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-11","n/a","n/a"
"http://mskgent.be/collection/work/data/2008-D-12","n/a","n/a"
"http://mskgent.be/collection/work/id/1981-G","Albijn Van den Abeele was vanaf 1863 tot 1909 gemeentesecretaris en tijdelijk ook burgemeester in Sint-Martens-Latem, het dorp waar zich omstreeks 1899 verscheidene kunstenaars kwamen vestigen, zoals Valerius De Saedeleer en Gustave Van de Woestyne. Van den Abeele was amateurschilder en de spiritualiteit van de schilderkolonie vinden we soms in zijn werk terug. Kreupelbos in Sint-Martens-Latem is een goed voorbeeld van zijn pretentieloze en poëtische kunst. Het maakt deel uit van een reeks bosgezichten waarin de kunstenaar de beslotenheid van het bos op doek vastlegde. De schijnbaar realistische landschappen van Van den Abeele verkrijgen door zijn zeer persoonlijke, gevoelsmatige benadering van de natuur een intimistisch en haast symbolistisch karakter.","Albijn Van den Abeele was from 1863 to 1909, municipal and temporarily mayor in Sint-Martens-Latem, the village came to settle several artists about 1899, as Valerius de Saedeleer and Gustave Van de Woestyne. Van den Abeele was an amateur painter and the spirituality of the artist colony we sometimes reflected in his work. Bushland in Sint-Martens-Latem is a good example of his unpretentious and poetic art. It is part of a series of woodland scenes in which the artist the seclusion of the forest captured on canvas. The seemingly realistic landscapes of Van den Abeele obtain very personal, emotional approach to nature an intimate and almost symbolic character."
"http://mskgent.be/collection/work/id/1909-HHH","Valerius de Saedeleer hoorde de Albijn Van der Abeele en Gustave Van de Woestyne zo eerste groep van Sint-Martens-Latem een ​​zogenaamde. In Engem contact met de gewone mensen land en de natuur met de zegen zijn New Art Content ER. De landschappen die De Saedeleer hier Malte, zaden van een bijna mystieke ervaring van de natuur. De Saedeleer benadrukte de onmetelijkheid en de tijdloze landschap en in een afwerking, lijn spikes Toch is de kunst van de Vlaamse Primitieven gebruikt die voldoet aan een grote verwarde overzichtstentoonstelling in Brugge in het jaar 1902 Met de decoratieve, ritmische oppervlak distributie en het uitgestrekte stilering Verminderde landschap van de kunstenaar in het einde van een dag om je sombere essentiële vormen.","Valerius de Saedeleer heard the Albijn Van der Abeele and Gustave Van de Woestyne so first group of Sint-Martens-Latem one called. In Engem contact with the ordinary country people and nature seiners are New Art Content THERE. The landscapes that De Saedeleer here Malte, seeds of a near-mystical experience of nature. The Saedeleer emphasized the immensity and the timeless landscape and into a finishing, line spikes Nevertheless, the art of the Flemish Primitives used that meets on a Great confused survey exhibition in Bruges in the year 1902nd With the decorative, rhythmic surface distribution and the extensive stylization Reduced the artist's landscape in the end of one day to your gloomy essential forms."
"http://mskgent.be/collection/work/id/1829-A","Het verhaal van Salmacis en Hermaphroditus komt uit de Metamorfosen van Ovidius. De nimf Salmacis werd verliefd op Hermaphroditus, de zoon van Hermes en Aphrodite. Hermaphroditus wees haar af, maar Salmacis verschalkte hem in het water. Nog wou hij niets van haar weten en dan smeekte Salmacis de goden om haar voor eeuwig met hem te verenigen. Beiden versmolten tot een hermafrodiet, een tweeslachtig wezen met zowel mannelijke als vrouwelijke kenmerken.François-Joseph Navez schilderde hen net voor de metamorfose. Het terughoudende gebaar van Hermaphroditus en de passionele omarming van de verliefde nimf vormen een ingenieus en elegant ballet in een vrijwel geabstraheerd lijnenspel. Mythologische taferelen waren eerder een uitzondering in het werk van Navez. Zijn verblijf in Rome inspireerde hem zijn hele loopbaan veeleer tot religieuze onderwerpen en pittoreske Italiaanse taferelen. Ook met zijn klassieke portretten oogstte hij veel succes.","The story of Salmacis and Hermaphroditus comes from Ovid's Metamorphoses. The nymph Salmacis fell in love Hermaphroditus, the son of Hermes and Aphrodite. Hermaphroditus rejected her, but Salmacis outwitted him in the water. Still, he wanted to know nothing about her, and then Salmacis begged the gods to unite her with him forever. Both fused into a hermaphrodite, an androgynous being with both male and female kenmerken.François Joseph Navez them just painted for the metamorphosis. Coy gesture Hermaphroditus and the passionate embrace of the lovelorn nymph form an ingenious and elegant ballet in an almost abstracted lines. Mythological scenes were rather an exception in the work of Navez. His stay in Rome inspired him throughout his career rather to religious subjects and picturesque Italian scenes. With his classic portraits, he was very successful."
"http://mskgent.be/collection/work/id/1914-IC","Trompe l'oeil is een bijzondere en aparte genre, met name in Noord-Nederland. Met behulp van plastic Middelen, including perspectief, lichteffecten en de suggestie van de stof, de kunstenaar AIMS om een ​​illusie van de werkelijkheid te bootsen. Hij probeert om te concurreren met het en slaagt er bijna in Het wegwerken van de grens tussen deze realiteit en zijn kunst. Met uitzondering van een vermelding in 1659 als de Meester van het Gilde van Sint-Lucas in Antwerpen, hebben we niet veel over Cornelis Gijsbrechts weten. Hij alleen geschilderde stillevens en trompe-l'oeil. Zijn vierjarige verblijf in het Deense hof betekende een hoogtepunt in zijn carrière als schilder optische illusie. De twee werken, met een gordijn in spiegelbeeld zijn waarschijnlijk hangers. De vanitassymbolen liggen voor de hand: de dansleraren viool, hoorn, het lege kader, de zandloper, de almanak en het pistool verwijzen allemaal naar de vergankelijkheid van aardse genoegens en de vergankelijkheid van het leven.","Trompe l'oeil is a special and separate genre, especially in the Northern Netherlands. Using plastic Means, zoals perspective, light effects and the suggestion of fabric, the artist AIMS to recreate an illusion of reality. He tries to compete with it and almost succeeds in Eliminating the frontier between this reality and his art. Excepting a mention in 1659 as the Master of St Luke's Guild in Antwerp, we do not know much about Cornelis Gijsbrechts. He only painted still lifes and trompe-l'oeil. His four-year stay at the Danish court Signified a high point in his career as a painter optical illusion. The two works, with a curtain in mirror image are probably pendants. The vanitas symbols are quite obvious: the dancing teachers violin, the horn, the empty frame, the hourglass, the almanac and the pistol all refer to the transient nature of earthly pleasures and the transitory nature of life."
"http://mskgent.be/collection/work/id/S-97","n/a","n/a"
"http://mskgent.be/collection/work/id/S-98","n/a","n/a"
"http://mskgent.be/collection/work/id/1914-DN","De albasten Maria met Kind moet in zijn oorspronkelijke staat een staande figuur zijn geweest en wellicht samengesteld uit twee of drie op elkaar geplaatste blokken. De monumentale Mariafiguur met serene gelaatsuitdrukking, gehuld in een mantel met brede, expressieve plooien, is typisch voor de eyckiaanse stijl uit het midden van de 15de eeuw, die tot ver buiten de landsgrenzen weerklank vindt.","The alabaster Maria with Child must be in its original state have been a standing figure, and may be composed of two or three superimposed blocks. The monumental Maria Figure with serene facial expression, wrapped in a sheath with a broad and expressive folds, is typical of the style Eyckian from the middle of the 15th century, which takes far beyond the country boundaries resonance."
"http://mskgent.be/collection/work/id/2005-A","In de 13de eeuw was Ugolino della Gherardesca de leider van de Welfen in de Italiaanse stad Pisa. Verdacht van verraad werd deze edelman door zijn rivaal, de aartsbisschop Ubaldini dei Ruggieri, samen met zijn vier zonen opgesloten in een toren, waar zij allen de hongerdood stierven. Ugolinos lotgevallen werden beschreven door Dante Alighieri (Inferno, Canto 32-33). Het thema was geliefd in de 19de-eeuwse beeldhouwkunst. Zowel Jean-Baptiste Carpeaux als Auguste Rodin verwerkten het tot beeldhouwwerken. Door zijn expressieve uitdrukkingskracht toonde Lambeaux in Ugolino en zijn zonen zijn schatplichtigheid aan Rodin en zijn verwantschap met de getourmenteerde stijl van de jonge George Minne. Het beeld is een tot nog toe onbekende compositie en wellicht een enig exemplaar.","In the 13th century, Ugolino della Gherardesca was the leader of the Guelphs in the Italian city of Pisa. Suspected of treason was the nobleman by his rival, the archbishop Ubaldini dei Ruggieri, with his four sons locked in a tower, where they all died of starvation. Ugolinos fate were described by Dante Alighieri (Inferno, Canto 32-33). The theme was popular in 19th-century sculpture. Both Jean-Baptiste Carpeaux and Auguste Rodin processed it into sculptures. Through its expressive power Lambeaux showed in Ugolino and his sons his debt to Rodin and his relationship with the tormented style of the young George Minne. The image is a hitherto unknown composition and perhaps a single copy."
"http://kunstenenerfgoed.be/CVG/collection/work/id/BK_1869",,
"http://mskgent.be/collection/work/id/1958-K","Dit is een fragment van het Laatste Avondmaal, een verdwenen muurschildering op de zuidmuur van de refter van het Dominikanenklooster.","This is an excerpt of the Last Supper, a lost mural on the south wall of the refectory of the Convent Domini Kane."
"http://mskgent.be/collection/work/id/1957-AD-2","Dit is een tekstfragment van Het Laatste Avondmaal, een verdwenen muurschildering op de zuidelijke muur van de refter van het dominicanenklooster in Gent","This is a text excerpt from The Last Supper, a lost mural on the south wall of the refectory of the Dominican convent in Ghent"
"http://mskgent.be/collection/work/id/1957-AD-1","n/a","n/a"
"http://mskgent.be/collection/work/id/1903-A","De kroning van de Maagd is degene centrale paneel polyptych van vijf oorspronkelijk waarschijnlijk boards files gehad. Zweiseitenkipper vleugels zijn gevestigd in de Berlijnse Gemäldegalerie en koppels Saint Catherine en Lawrence. Door het weelderige, goud tandwielen beitsen decoratie voedsel werktafel dit zeer modern voor uw tijd. We zien Christus, die een moeder met de zegen gouden kroon op zijn hoofd, een populair motief in de christelijke kunst. Om uw Angel zitten, Füssen verheerlijken muziek maken het leven van Maria. was .Volgens Middeleeuwse traditie dat de visserij vertegenwoordigd relatief klein. Matrices, toont de hiërarchie van de figuren. De decoratieve achtergrond en mist elk perspectief geeft de scène een hemelse sfeer.","The Coronation of the Virgin is the one central panel polyptych of five originally probably boards files had. Zweiseitenkipper wings are located in Berlin's Gemäldegalerie and couples Saint Catherine and Lawrence. By The lush, gold gears pickling food decoration work table this very modern for your time. We see Christ, who is a mother seiners golden crown on his head, a popular motif in Christian art. To sit YOUR Angel, füssen glorify making music the life of Mary. was .According Medieval tradition that fishing represented relatively small. Matrices, illustrates the hierarchy among the figures. The decorative background and lacks any perspective gives the scene a heavenly atmosphere."
"http://mskgent.be/collection/work/id/1906-B","n/a","n/a"
"http://mskgent.be/collection/work/id/1908-H","Jerome leefde in de 4e eeuw en oorlog Een van de grote vier westerse kerkvaders. Op de leeftijd van 38 jaar is het me wakker van het leven in het openbaar Rome weer tot leven in Palestina een ascetische führen.Mitten in een leugen van verwarring exotische planten, boomstronken en stenen Hieronymus halfnaakte er verzonken in Messaging armen in gebed, een kruis houdt , De Leeuw, het kenmerk van de heiligen wordt vertegenwoordigd klein huisdier hier. Volgens de legende, het kielzog Hieronymus DE Een leeuw doorn uit de poot en zo machteloos HIM vriend. Veel dieren bewonen andere vreemde deze wereld, ze sterven in de heiligen heeft ingetrokken. Bosch tijdgenoten hebben zeker bekend uw significante symbolisch, onze huidige kennis van Die voormalige beeldspraak, maar kan niet voor, ze moeten duidelijk interpretieren.Die licht en open landschap in de verte sterk de woestijn in het donker voorgrond uit. Contrast tussen de lichte en donkere symboliseert het contrast tussen goed en kwaad. Dies is het centrale thema in het werk van Bosch.","Jerome lived in the 4th century and War One of the big four Western Church Fathers. At the age of 38 YEARS it wake me from living in public Rome back to life in Palestine an ascetic führen.Mitten in a lie of confusion alien plants, tree stumps and stones Hieronymus half naked sunk there in Messaging arms in prayer, a cross Keeps , The Lion, the attribute of the Saints IS represented small pet here. According to legend, the wake Hieronymus THE A lion thorn from the paw and so powerless HIM friend. Many animals inhabit other strange this world, they die has withdrawn in the saints. Bosch's contemporaries have certainly known your significant symbolically, our current knowledge of die former imagery but can not be for it, they have to Clearly interpretieren.Die light and open countryside in the distance strongly the desert in the dark foreground from. Contrast between the light and dark symbolizes the contrast between good and evil. Dies is the central theme in Bosch's work."
"http://mskgent.be/collection/work/id/1914-CL","Het portret van de humanist Giovanni Paolo Cornaro op de leeftijd van tweeëndertig komen JAAR uit 1561 en is een voorbeeld van een staat portret. Stilistische Gehoord de arbeidsmarkt officiële naar de in Venetiaanse portretkunst, ten overstaan ​​van een richting, de donkere achtergrond nummers waren. Het werk werd door de Venetiaanse Jacopo Robusti, Il Tintoretto, geschilderd in seiner hoogtijdagen. Het portretteren is een kenner van de oude cultuur en trendsettende familie Cornaro behoorde Venetiaanse deen uit verschillende leden en kennissen humanisten waren kunstenaars. Tintoretto gepresenteerd Bodies vertegenwoordigt de helft Cornaro met. De linkerhand rust op het hoofd van een vrouw, een bont plan Verwei Sung naar de culturele achtergrond van de figuur.","The portrait of the humanist Giovanni Paolo Cornaro at the age of thirty-two come YEARS from 1561 and is an example of a state portrait. Stylistic Heard the labor official to the DIRECTION shown in Venetian portraiture, in front of a, the dark background numbers were. The work was called by the Venetian Jacopo Robusti, Il Tintoretto, painted in seiner heyday. The portray is a connoisseur of ancient culture and trend-setting family Cornaro belonged Venetian dane from various members and acquaintances humanists were artists. Tintoretto presented Bodies represents half Cornaro with. The left hand rests on the head of a woman image, A fur planning Verwei Sung to the cultural background up the figure."
"http://mskgent.be/collection/work/id/1904-D","De klaagzang van Cornelis Engebrechtsz. Leyden voorziet in verschillende stadia passie van het verhaal in één beeld is op de achtergrond zien we op de weg naar Golgotha ​​Hill en de terugkeer van de soldaten van het volk en tot Jeruzalem; Op de voorgrond is het lichaam van Christus aan de voet seiner Moeder Maria te zien. John houdt het hoofd van Christus, terwijl Maria Magdalena en twee heilige vrouwen dood knielen bij DM. liggend op de grond, de passie symbolen: de kroon van doornen en sterven nagels Jezus aan het kruis met redenen omkleed geschraapt lagen wurde.Von Engebrechtsz. Leyden is vooral bijbelse verhalen van voorstellingen BEKEND. Het werk, dat we hier zien, is dat waarschijnlijk betekent Beeld Van Een drieluik afkomstig is en uit de Dominicaanse klooster in Gent. Die kostbare gewaden van sier faltenwurf en sterven vertegenwoordiging van de ruimte in verschillende niveaus is typisch voor start stervende laatgotische uitgaande schilderij van de 15e en 16e eeuw te huilen.","The Lamentation of Cornelis Engebrechtsz. Leyden Provides Several stages passion of the story in one image is in the background we see on the way down to Calvary Hill and the return of the soldiers of the people and to Jerusalem; In the foreground is the body of Christ to the foot seiner Mother Mary to see. John holds the head of Christ, while Mary Magdalene and two holy women kneel dead at DM. lying on the ground, the passion symbols: the crown of thorns and die nails Jesus to the cross reasoned scraped layers wurde.Von Engebrechtsz. Leyden is above all biblical narratives of representations KNOWN. The work, which we see here is that probably means Image Of A triptych originates and from the Dominican monastery in Gent. Those precious robes of ornamental faltenwurf and die representation of space in Different levels is typical for start dying late Gothic outgoing painting of the 15th and 16th centuries to cry."
"http://mskgent.be/collection/work/id/1914-IN","Een vaste matrix of bepalingen wordt in een voorraadkast. De literatuur van de leeftijd blijkt dat dit meer dan een eenvoudige inventaris van elk soort voedsel beschikbaar. De vormen van groenten, fruit, vis en gevogelte waren, zoals in de geneeskunde, in verband met de vorm van de menselijke voortplantingsorganen. Bijgevolg hebben het voedsel hier tentoongesteld alle mogelijke verborgen betekenissen. De gebaren van de prachtig geklede keukenmeid - haar rechterhand rust op een kool, terwijl ze biedt een tros druiven met de linker - laat er geen twijfel over bestaan ​​thatthis schilderij gaat over vruchtbaarheid en erotiek. Dergelijke taferelen waren erg populair bij de adel en burgerij","A fixed array or provisions is displayed in a pantry. The literature of the age reveals this to be more than a simple inventory of every type of food available. The forms of vegetables, fruits, fish and poultry were, as in medicine, associated with the shape of the human reproductive organs. Consequently, the foods have exhibited here all possible hidden meanings. The gestures of the beautifully dressed kitchen maid - her right hand rests on a cabbage, while she offers a bunch of grapes with the left - leaves no doubt thatthis painting is about fertility and eroticism. Such scenes were very popular amongst the nobility and bourgeoisie"
"http://mskgent.be/collection/work/id/1881-B","Kerstiaen de Keuninck of De Coninck Malte verkiest fantastische landschappen en maniëristische dromen droom met theatrale lichteffecten. Zijn stijl van schilderen en een schets opmerkelijk leven. Wij doen niet of de reële getallen van Keuninck landschappen of andere meesterwerken geïnspireerd verwijderen Liess. De rampen van de mensheid en de vernietiging van de wereld waren vertegenwoordigd op basis van een traditie uit de 16e eeuw, de verwarde gedomineerd door Jheronymus Bosch en Pieter Brueghel de Oude ESP. Het thema is een knipoog naar de turbulente periode van de 16e en 17e eeuw sterven. Over de identiteit van het Heilig Kruis met lamsvlees en linksvoor geen beveiliging daar. Mogelijk u personificatie sterven door het geloof.","Kerstiaen the Keuninck or De Coninck Malte prefers fantastic landscapes and Mannerist dream dreams with theatrical lighting effects. His style of painting and a sketch remarkably alive. We do not whether the real numbers of Keuninck landscapes or other masterpieces inspired delete Liess. The disasters of humanity and the destruction of the world were represented based on a tradition from the 16th century, the confused dominated by Jheronymus Bosch and Pieter Brueghel the Elder ESP. The theme is a nod to die turbulent period of the 16th and 17th centuries. About the identity of the Holy Cross with lamb and left front no security there. Possibly you to die personification through faith."
"http://mskgent.be/collection/work/id/S-54","De Gentse stadsmagistraat besteld 1588 Het laatste oordeel bij Rafaël Coxie. Het moet het werk van dezelfde titel door Cornelis van der Goes vervangt de rechtszaal, een werk uit de late 15de eeuw, die werd verloren tijdens de beeldenstorm. In de rechtszaal, oordeelde het Hof, en traditioneel recht voorstellingen versierd hier de muren, de rechters en verdachten bij het laatste oordeel van God moet onthouden. De presentatie Coxies wordt traditioneel gehouden. Christus zit op een wolk, omringd door heiligen en engelen, linksonder knielen gezegende, rechts slepen duivels en saters de verdoemden naar de hel. De levensgrote naakte linksonder van het beeld doet denken aan Michelangelo, terwijl de scène doet denken in de hemel te Raphael. Rafaël was de zoon van Michiel Coxie en dankt zijn naam aan de Italiaanse schilder Raphael, de Michiel bewonderde. Vader en zoon Coxie zijn volgelingen van die zijn gericht op Italiaanse modellen stromen in de Vlaamse schilderkunst van de 16e eeuw.","The Ghent city magistrate ordered 1588 The Last Judgment at Rafaël Coxie. It should be the work of the same title by Cornelis van der Goes replace the courtroom, a work from the late 15th century, which was lost during the iconoclasm. In the courtroom, the Court held, and traditional justice representations adorned the walls here, the judges and defendants at the final judgment of God should remember. The presentation Coxies is traditionally held. Christ sits on a cloud, surrounded by saints and angels, bottom left kneel blessed, right drag devils and satyrs the damned to hell. The life-size naked bottom left of the image reminiscent of Michelangelo, while the scene is reminiscent in heaven to Raphael. Rafaël was the son of Michiel Coxie and owes its name to the Italian painter Raphael, the Michiel greatly admired. Father and son Coxie are followers of which are geared toward Italian models flow in Flemish painting of the 16th century."
"http://mskgent.be/collection/work/id/1903-L","St Sebastian wordt afgeschilderd als een dappere man, onverschillig voor de martelingen op hem. Sterker nog, de houding van zijn lichaam, met zijn benen gekruist, kan zelfs worden omschreven als elegant. De kunstenaar combineert decoratieve ritme geanimeerde uitdrukking. Het cijfer is een mooi voorbeeld van laat-gotische beeldhouwkunst in de regio Neder-Rijn. Het wordt beschouwd als een van de belangrijkste werken van Meester Arnt.","St Sebastian is depicted as a brave man, indifferent to the tortures inflicted on him. Indeed, the attitude of his body, with his legs crossed, could even be described as elegant. The artist combines decorative rhythm with animated expression. The figure is a fine example of late-Gothic sculpture in the Lower Rhine region. It is Regarded as one of the Most Important works by Master Arnt."
"http://mskgent.be/collection/work/id/1903-L","St Sebastian wordt afgeschilderd als een dappere man, onverschillig voor de martelingen op hem. Sterker nog, de houding van zijn lichaam, met zijn benen gekruist, kan zelfs worden omschreven als elegant. De kunstenaar combineert decoratieve ritme geanimeerde uitdrukking. Het cijfer is een mooi voorbeeld van laat-gotische beeldhouwkunst in de regio Neder-Rijn. Het wordt beschouwd als een van de belangrijkste werken van Meester Arnt.","St Sebastian is depicted as a brave man, indifferent to the tortures inflicted on him. Indeed, the attitude of his body, with his legs crossed, could even be described as elegant. The artist combines decorative rhythm with animated expression. The figure is a fine example of late-Gothic sculpture in the Lower Rhine region. It is Regarded as one of the Most Important works by Master Arnt."
"http://mskgent.be/collection/work/id/1903-L","St Sebastian wordt afgeschilderd als een dappere man, onverschillig voor de martelingen op hem. Sterker nog, de houding van zijn lichaam, met zijn benen gekruist, kan zelfs worden omschreven als elegant. De kunstenaar combineert decoratieve ritme geanimeerde uitdrukking. Het cijfer is een mooi voorbeeld van laat-gotische beeldhouwkunst in de regio Neder-Rijn. Het wordt beschouwd als een van de belangrijkste werken van Meester Arnt.","St Sebastian is depicted as a brave man, indifferent to the tortures inflicted on him. Indeed, the attitude of his body, with his legs crossed, could even be described as elegant. The artist combines decorative rhythm with animated expression. The figure is a fine example of late-Gothic sculpture in the Lower Rhine region. It is Regarded as one of the Most Important works by Master Arnt."
"http://mskgent.be/collection/work/id/1903-L","St Sebastian wordt afgeschilderd als een dappere man, onverschillig voor de martelingen op hem. Sterker nog, de houding van zijn lichaam, met zijn benen gekruist, kan zelfs worden omschreven als elegant. De kunstenaar combineert decoratieve ritme geanimeerde uitdrukking. Het cijfer is een mooi voorbeeld van laat-gotische sculptuur in de regio Neder-Rijn. Het wordt beschouwd als een van de belangrijkste werken van Meester Arnt.","St Sebastian is depicted as a brave man, indifferent to the tortures inflicted on him. Indeed, the attitude of his body, with his legs crossed, could even be described as elegant. The artist combines decorative rhythm with animated expression. The figure is a fine example of late-gothic sculpture in the Lower Rhine region. It is regarded as one of the most important works by Master Arnt."
